_id,archived,contentUrl,datetime,deleted,id,location.coordinates,location.type,markerColor.rgbFill,markerColor.rgbOutline,markerColors.rgbFill,markerColors.rgbOutline,position.lat,position.lng,posttime,snippetImage,snippetText,tags,title,userId
vfyw/20200726235400320,false,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/html/20200726235400320.html,2015-02-04T16:00:00.000Z,false,vfyw/20200726235400320,"[9.188421,45.463329]",Point,,,null,null,,,2020-07-26T23:54:00.320Z,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/images/20200726235400320/1.jpg,"And at the end of all our journeys, we’ve returned to the, uh, country … my, er, family started from. This week’s view comes from Milano, Italia. The picture was taken last summer from the 7th floor penthouse of the Una Maison Milano, room #751, and looks almost exactly due east along a heading of 89.0456349 degrees. Trust me. ;)","[""Europe"",""Milano"",""Italy"",""The Dish"",""View From Your Window""]",The View From Your Window Contest: Winner #241,vfyw
vfyw/20200730224531266,false,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/html/20200730224531266.html,2014-09-23T15:00:00.000Z,false,vfyw/20200730224531266,"[-68.515371,63.752062]",Point,,,null,null,,,2020-07-30T22:45:31.266Z,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/images/20200730224531266/1.jpg,"That’s absolutely the window! Facing out the right. I opened the right side of the bay window to get the shot. The Dish sleuths do it again. The view is from an apartment (Apartment Q-26, QI Complex) that was made available to short term researchers associated with the Arctic College, part of which is seen in the foreground with the pink roof. The distinctive blue building with the portholes is the Inuksuk High School. The taller brown building beyond is a hotel with cafe and theatre, the tallest building in Nunavut and part of the Astro Hill complex.","[""Canada"",""Exploring the World"",""Iqaluit"",""Nunavut"",""The Dish"",""View From Your Window""]",The View From Your Window Contest: Winner #223,vfyw
vfyw/20200730225547896,false,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/html/20200730225547896.html,2014-09-16T15:00:00.000Z,false,vfyw/20200730225547896,"[-86.168449,39.766303]",Point,,,null,null,,,2020-07-30T22:55:47.896Z,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/images/20200730225547896/1.jpg,The view shows a game in progress of the Indianapolis Indians at Victory Field. The photo was taken from the third floor of the JW Marriott hotel in Indianapolis.,"[""Exploring the World"",""Indiana"",""Indianapolis"",""The Dish"",""United States"",""View From Your Window""]",The View From Your Window Contest: Winner #222,vfyw
robbearman/20200507224955547,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200507224955547.html,2020-05-07T22:49:55.547Z,false,robbearman/20200507224955547,"[-122.478274,37.856718]",Point,,,null,null,,,2020-05-07T22:49:55.547Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200507224955547/1.jpg,Sausalito Yacht Club webcam.,"[""California"",""Exploring the World"",""Sausalito"",""United States"",""Views"",""Videos"",""Webcams""]",Sausalito Yacht Club,robbearman
robbearman/20200706164645915,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200706164645915.html,2020-07-06T16:23:00.000Z,false,robbearman/20200706164645915,"[-122.1359556,37.3889083]",Point,,,null,null,,,2020-07-06T16:46:45.915Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200706164645915/1.jpg,Summer morning walk in Los Altos Hills,"[""California"",""Los Altos""]",Summer morning walk in Los Altos Hills,robbearman
miawilson/20200707230529415,false,accounts/us-east-1:9b2500ca-4708-4cab-83a1-326add811f5d/html/20200707230529415.html,2020-07-06T12:04:00.000Z,false,miawilson/20200707230529415,"[-2.042909,53.765549]",Point,,,null,null,,,2020-07-07T23:05:29.415Z,accounts/us-east-1:9b2500ca-4708-4cab-83a1-326add811f5d/images/20200707230529415/1.jpg,Old mill in the middle of Hardcastle Craggs,"[""Yorkshire"",""Mill"",""England"",""Woods""]",Gibson Mill,miawilson
robbearman/20200715161923462,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200715161923462.html,2020-07-15T16:19:00.000Z,false,robbearman/20200715161923462,"[11.587417108508701,48.11889588276111]",Point,,,null,null,,,2020-07-15T16:19:23.462Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200715161923462/1.jpg,"Glockenbachviertel's Window - Munich, Germany","[""Europe"",""Germany"",""Munich"",""Videos"",""WindowSwap""]","Glockenbachviertel's Window - Munich, Germany",robbearman
robbearman/20200715162524776,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200715162524776.html,2020-07-15T16:25:00.000Z,false,robbearman/20200715162524776,"[-0.13261381891458202,51.50349139549202]",Point,,,null,null,,,2020-07-15T16:25:24.776Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200715162524776/1.jpg,"Nicole & Miles's Window - London, UK","[""England"",""Europe"",""London"",""UK"",""Videos"",""WindowSwap""]","Nicole & Miles's Window - London, UK",robbearman
robbearman/20200715162655137,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200715162655137.html,2020-07-15T16:26:00.000Z,false,robbearman/20200715162655137,"[-73.96245002746582,40.66944158747386]",Point,,,null,null,,,2020-07-15T16:26:55.137Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200715162655137/1.jpg,"Mark Riley's Window - Brooklyn, NY","[""Brooklyn"",""New York"",""United States"",""Videos"",""WindowSwap""]","Mark Riley's Window - Brooklyn, NY",robbearman
robbearman/20200611180850286,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200611180850286.html,2020-06-11T18:08:50.286Z,false,robbearman/20200611180850286,"[22.396943,39.295684]",Point,,,null,null,,,2020-06-11T18:08:50.286Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200611180850286/1.jpg,"In Greek mythology, as recorded in Homer's Iliad, Patroclus /pəˈtroʊkləs/ (Ancient Greek: Πάτροκλος Pátroklos, ""glory of the father"") was a close wartime companion of Achilles. He was the son of Menoetius, the son of Actor, King of Opus.","[""Europe"",""Greece"",""Homeric Greece"",""Patroclus""]",Patroclus - Homeric Greece,robbearman
GundermanGroup/20200416212916401,false,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/html/20200416212916401.html,2020-04-16T21:29:16.401Z,false,GundermanGroup/20200416212916401,"[-122.298597,37.783265]",Point,,,null,null,,,2020-04-16T21:29:16.401Z,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/images/20200416212916401/1.jpg,Almanac Beer Co.,"[""Alameda"",""Almanac Beer Co."",""California"",""Gold Coast"",""Neighborhoods"",""Restaurants"",""United States""]",Almanac Beer Co.,GundermanGroup
robbearman/20200626182143641,true,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200626182143641.html,2020-07-01T15:00:00.000Z,false,robbearman/20200626182143641,"[-121.493299,38.582527]",Point,,,ffff00,ffffff,,,2020-06-26T18:21:43.641Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200626182143641/1.jpg,4/N: A map of some of my favorite trips.,"[""Atlasphere Tour""]",Atlasphere Tour: 4/N - Specialized Views and Social Media,robbearman
robbearman/20200627170318059,true,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200627170318059.html,2020-07-01T15:00:00.000Z,false,robbearman/20200627170318059,"[-2.860515531250001,56.61320738037933]",Point,,,ffff00,ffffff,,,2020-06-27T17:03:18.059Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200627170318059/1.jpg,8/N: Geopolitical journalism,"[""Atlasphere Tour""]",Atlasphere Tour: 8/N - Journey Through Brexit,robbearman
robbearman/20200627231657634,true,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200627231657634.html,2020-07-01T15:00:00.000Z,false,robbearman/20200627231657634,"[-0.0836333,51.5111611]",Point,,,ffff00,ffffff,,,2020-06-27T23:16:57.634Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200627231657634/1.jpg,N-1/N: Editing,"[""Atlasphere Tour""]",Atlasphere Tour: N-1/N - Editing,robbearman
robbearman/20200715161640063,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200715161640063.html,2020-07-15T16:16:00.000Z,false,robbearman/20200715161640063,"[78.48817541421863,17.398532720900423]",Point,,,null,null,,,2020-07-15T16:16:40.063Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200715161640063/1.jpg,"Sravan Jayati's Window - Hyderabad, India","[""Asia"",""Hyderabad"",""India"",""Videos"",""WindowSwap""]","Sravan Jayati's Window - Hyderabad, India",robbearman
vfyw/20200727000210122,false,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/html/20200727000210122.html,2015-01-27T16:00:00.000Z,false,vfyw/20200727000210122,"[14.45185,50.074204]",Point,,,null,null,,,2020-07-27T00:02:10.122Z,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/images/20200727000210122/1.jpg,"Specifics: Taken from the south-facing window of a villa at Dykova 12, Prague, Czech Republic, at the headquarters of Socialbakers, where I work as Chief Editor.","[""Czech Republic"",""Europe"",""Prague"",""The Dish"",""View From Your Window""]",The View From Your Window Contest: Winner #240,vfyw
vfyw/20200727175051562,false,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/html/20200727175051562.html,2014-10-21T15:00:00.000Z,false,vfyw/20200727175051562,"[44.51045,40.179786]",Point,,,null,null,,,2020-07-27T17:50:51.562Z,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/images/20200727175051562/1.jpg,"Seems to be looking WSW from 4/6 Teryan St, I’m going to say the 7th floor, let’s say room 715 for kicks. Though I can’t seem to find any additional information or pictures of the building and there’s no street view. BTW, the street numbering system seems completely arbitrary. Only clue was was the Armenian (yes that’s red, blue, ORANGE, not red, blue, red) flag on the Yeghishe Charents Basic School No. 67 and the shiny roof on the building in the view.","[""Armenia"",""Asia"",""Exploring the World"",""The Dish"",""View From Your Window"",""Yerevan""]",The View From Your Window Contest: Winner #227,vfyw
GundermanGroup/20200416213256059,false,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/html/20200416213256059.html,2020-04-16T21:32:56.059Z,false,GundermanGroup/20200416213256059,"[-122.308167,37.785616]",Point,,,null,null,,,2020-04-16T21:32:56.059Z,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/images/20200416213256059/1.jpg,Building 43 Winery,"[""Alameda"",""Building 43 Winery"",""California"",""Gold Coast"",""Neighborhoods"",""Restaurants"",""United States""]",Building 43 Winery,GundermanGroup
GundermanGroup/20200416214247879,false,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/html/20200416214247879.html,2020-04-16T21:42:47.879Z,false,GundermanGroup/20200416214247879,"[-122.277128,37.771608]",Point,,,null,null,,,2020-04-16T21:42:47.879Z,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/images/20200416214247879/1.jpg,The Hunter Public House,"[""Alameda"",""California"",""Gold Coast"",""The Hunter Public House"",""Neighborhoods"",""Restaurants"",""United States""]",The Hunter Public House,GundermanGroup
robbearman/20200506001920018,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200506001920018.html,2020-05-06T00:19:00.000Z,false,robbearman/20200506001920018,"[-120.159336,39.08553]",Point,,,null,null,,,2020-05-06T00:19:20.018Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200506001920018/1.jpg,"From the west shore of Lake Tahoe, enjoy unobstructed views of the lake's deep blue waters and the towering mountains surrounding it. Watch live and explore our other zen dens on Explore.org at https://explore.org/livecams/zen-den/lake-tahoe-west-shore-cafe-inn-cam.","[""California"",""Exploring the World"",""Lakes"",""Lake Tahoe"",""United States"",""Webcams"",""Videos"",""Views"",""YouTube"",""Smoke""]",Lake Tahoe West Shore,robbearman
amybearman/20200727024207181,false,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/html/20200727024207181.html,2020-07-27T02:42:00.000Z,false,amybearman/20200727024207181,"[-119.573712,37.730347]",Point,,,null,null,,,2020-07-27T02:42:07.181Z,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/images/20200727024207181/1.jpg,Yosemite. Woman. Man. Car. Stuck.,"[""California"",""Exploring the World"",""Glacier Point"",""Parks"",""Yosemite""]","""Alterniversary"" Yosemite Adventure",amybearman
vfyw/20200727173629898,false,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/html/20200727173629898.html,2014-11-04T16:00:00.000Z,false,vfyw/20200727173629898,"[-63.579437,44.642479]",Point,,,null,null,,,2020-07-27T17:36:29.898Z,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/images/20200727173629898/1.jpg,"I am guessing the contest photograph was taken from the upper, easternmost window on the southern face of The Lord Nelson Hotel although I could not rule out windows immediately to the west and below this window (see above). There are eight large windows on this side of the 1966 addition to the hotel. Each has nine panes of glass with the central pane being the largest. I was initially concerned that the contest photograph could not have been taken from one of these windows because the window frame visible to the left in contest photograph appeared flush with the wall. The side panes of the nine-pane windows appeared too narrow for the contest photograph. This discrepancy was rectified by a hotel guest’s YouTube video which showed that the framing of the large central pane was identical to that in the contest photograph. My choice of the upper and easternmost window relied on it being relatively at the same height as the 5670 building (hotel said to be 9 stories, the insurance building 10) and the end widow allowing a wider view of the harbor than those farther west. Street views near the lone quaint house in the contest view, however, demonstrate that it could be others..","[""Canada"",""Halifax"",""Nova Scotia"",""The Dish"",""View From Your Window""]",The View From Your Window Contest: Winner #229,vfyw
GundermanGroup/20200415185018995,false,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/html/20200415185018995.html,2020-04-15T18:50:18.995Z,false,GundermanGroup/20200415185018995,"[-122.233811,37.769368]",Point,,,null,null,,,2020-04-15T18:50:18.995Z,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/images/20200415185018995/1.jpg,Nob Hill Foods,"[""Alameda"",""California"",""Gold Coast"",""Neighborhoods"",""Nob Hill Foods"",""Shopping"",""United States""]",Nob Hill Foods,GundermanGroup
robbearman/20200504234723648,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200504234723648.html,2020-05-04T23:47:23.648Z,false,robbearman/20200504234723648,"[-117.929276,33.60896]",Point,,,null,null,,,2020-05-04T23:47:23.648Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200504234723648/1.jpg,Webcam from Blackie’s By The Sea bar.,"[""Beaches"",""California"",""Exploring the World"",""Newport Beach"",""United States"",""Videos"",""Views"",""Webcams""]",Blackie’s By The Sea,robbearman
robbearman/20200611000500503,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200611000500503.html,2020-06-11T00:05:00.000Z,false,robbearman/20200611000500503,"[20.676039,38.427957]",Point,,,null,null,,,2020-06-11T00:05:00.503Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200611000500503/1.jpg,"Son of Laërtes and Anticlea, husband of Penelope, and father of Telemachus and Acusilaus, Odysseus is renowned for his intellectual brilliance, guile, and versatility (polytropos), and is thus known by the epithet Odysseus the Cunning (Greek: μῆτις or mētis, ""cunning intelligence""). He is most famous for his nostos, or ""homecoming"", which took him ten eventful years after the decade-long Trojan War.","[""Europe"",""Greece"",""Homeric Greece"",""Odysseus""]",Odysseus - Homeric Greece,robbearman
robbearman/20200611004154981,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200611004154981.html,2020-06-11T00:41:54.000Z,false,robbearman/20200611004154981,"[26.239,39.957]",Point,,,null,null,,,2020-06-11T00:41:54.981Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200611004154981/1.jpg,"In Greek mythology and Roman mythology, Hector (/ˈhɛktər/; Ἕκτωρ, Hektōr, pronounced [héktɔːr]) was a Trojan prince and the greatest fighter for Troy in the Trojan War. He acted as leader of the Trojans and their allies in the defence of Troy, ""killing 31,000 Greek fighters."" He was ultimately killed by Achilles.","[""Asia"",""Hector"",""Homeric Greece"",""Troy"",""Turkey""]",Hector - Homeric Greece,robbearman
robbearman/20200611154714943,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200611154714943.html,2020-06-11T15:47:14.000Z,false,robbearman/20200611154714943,"[22.756172,37.730839]",Point,,,null,null,,,2020-06-11T15:47:14.943Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200611154714943/1.jpg,"In Greek mythology, Agamemnon /æɡəˈmɛmnɒn/ (Greek: Ἀγαμέμνων, Ἀgamémnōn) was a king of Mycenae, the son, or grandson, of King Atreus and Queen Aerope of Mycenae, the brother of Menelaus, the husband of Clytemnestra and the father of Iphigenia, Electra or Laodike (Λαοδίκη), Orestes and Chrysothemis. Legends make him the king of Mycenae or Argos, thought to be different names for the same area. When Menelaus's wife, Helen, was taken to Troy by Paris, Agamemnon commanded the united Greek armed forces in the ensuing Trojan War.","[""Agamemnon"",""Europe"",""Greece"",""Homeric Greece""]",Agamemnon - Homeric Greece,robbearman
robbearman/20200626173139989,true,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200626173139989.html,2020-07-01T15:00:00.000Z,false,robbearman/20200626173139989,"[-122.39522405828362,37.79516463086048]",Point,,,ffff00,ffffff,,,2020-06-26T17:31:39.989Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200626173139989/1.jpg,3/N: Eleven POPOS markers filtered down to five.,"[""Atlasphere Tour"",""Delete""]",Atlasphere Tour: 3/Delete,robbearman
robbearman/20200706231040041,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200706231040041.html,2020-07-04T15:00:00.000Z,false,robbearman/20200706231040041,"[-97.97555306268688,30.738395335786333]",Point,,,null,null,,,2020-07-06T23:10:40.041Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200706231040041/1.jpg,Blue Duck circles back and kidnaps Lorena after Newt checked in on her. He stampedes the herd and hides their tracks amidst the steers.,"[""Austin"",""Lonesome Dove"",""Texas"",""United States""]",Lonesome Dove: Blue Duck Kidnaps Lorena,robbearman
robbearman/20200710174552344,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200710174552344.html,2020-07-04T15:00:00.000Z,false,robbearman/20200710174552344,"[-105.423934,41.983788]",Point,,,null,null,,,2020-07-10T17:45:52.344Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200710174552344/1.jpg,"The crew drives the herd across the Wyoming desert, barely surviving to the banks of Salt Creek.","[""Lonesome Dove"",""Salt Creek"",""Wyoming"",""United States""]",Lonesome Dove: Call and Gus Drive the Herd to Salt Creek,robbearman
vfyw/20200727161551401,false,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/html/20200727161551401.html,2014-12-10T16:00:00.000Z,false,vfyw/20200727161551401,"[-7.974755,31.134219]",Point,,,null,null,,,2020-07-27T16:15:51.401Z,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/images/20200727161551401/1.jpg,"As a frequent enjoyer of VFYW in contest and non-contest form, I thought I’d take a minute to submit this recent, especially fortunate view that I had from the Azzaden Trekking Lodge in the village of Ait Aissa, Morocco, in the Atlas Mountains near Mount Toubkal, the tallest mountain in North Africa.  My wife and I spent our honeymoon in October travelling around Morocco, and we hiked from the town of Imlil, where many of the backpacking routes start and end, to Ait Aissa to get even more away from it all.  We were there during the Feast of the Sacrifice, Eid al-Adha, where many people were back home for the holidays from Marrakesh and other cities and at night the sounds of singing and games echoed around the valley.","[""Africa"",""Ait Aissa"",""Exploring the World"",""Morocco"",""The Dish"",""View From Your Window""]",The View From Your Window Contest: Winner #234,vfyw
robbearman/20200730005834664,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200730005834664.html,1973-07-28T00:00:00.000Z,false,robbearman/20200730005834664,"[-73.99350031375775,40.75058541673437]",Point,,,null,null,,,2020-07-30T00:58:34.664Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200730005834664/1.jpg,From the Led Zeppelin North American Tour 1973.,"[""Led Zeppelin"",""Madison Square Garden"",""Music"",""New York"",""Rock"",""Stairway to Heaven"",""United States"",""Videos"",""YouTube""]",Led Zeppelin - Stairway to Heaven at Madison Square Garden in 1973,robbearman
robbearman/20200506173849264,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200506173849264.html,2020-05-06T17:38:49.264Z,false,robbearman/20200506173849264,"[-0.023346,51.501171]",Point,,,null,null,,,2020-05-06T17:38:49.264Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200506173849264/1.jpg,Webcam stills from Novotel London Canary Wharf.,"[""England"",""Europe"",""Exploring the World"",""London"",""UK"",""Views"",""Webcams""]",Novotel London Canary Wharf,robbearman
robbearman/20200611003419140,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200611003419140.html,2020-06-11T00:34:19.000Z,false,robbearman/20200611003419140,"[22.384002,39.295565]",Point,,,null,null,,,2020-06-11T00:34:19.140Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200611003419140/1.jpg,"In Greek mythology, Achilles (/əˈkɪliːz/ ə-KIL-eez) or Achilleus (Ancient Greek: Ἀχιλλεύς, [a.kʰilˈleu̯s]) was a hero of the Trojan War, the greatest of all the Greek warriors, and is the central character of Homer's Iliad. He was the son of the Nereid Thetis and Peleus, king of Phthia.","[""Achilles"",""Europe"",""Greece"",""Homeric Greece""]",Achilles - Homeric Greece,robbearman
robbearman/20200709004259094,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200709004259094.html,2020-07-04T15:00:00.000Z,false,robbearman/20200709004259094,"[-99.61633358624033,35.84057099989517]",Point,,,null,null,,,2020-07-09T00:42:59.094Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200709004259094/1.jpg,"Call crosses the herd at the Canadian River, where he and the crew find Gus waiting.","[""Canadian River"",""Lonesome Dove"",""Oklahoma"",""Rivers"",""United States""]",Lonesome Dove: Call and the Herd Cross the Canadian,robbearman
robbearman/20200713201529463,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200713201529463.html,2020-07-13T20:15:29.463Z,false,robbearman/20200713201529463,"[75.803146,26.894011]",Point,,,null,null,,,2020-07-13T20:15:29.463Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200713201529463/1.jpg,"The Rajasthan Royals (often abbreviated as RR) are a franchise cricket team based in Jaipur, Rajasthan, that plays in the Indian Premier League (IPL). Founded in 2008 as one of the initial eight IPL franchises, the team is based at the Sawai Mansingh Stadium in Jaipur","[""Asia"",""Cricket"",""India"",""Indian Premier League"",""Jaipur"",""Rajasthan"",""Sports""]",Rajasthan Royals,robbearman
vfyw/20200727000845181,false,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/html/20200727000845181.html,2015-01-20T16:00:00.000Z,false,vfyw/20200727000845181,"[-72.885839,-49.330281]",Point,,,null,null,,,2020-07-27T00:08:45.181Z,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/images/20200727000845181/1.jpg,"This week’s view comes from El Chalten, in Patagonia, Argentina. The picture was snapped from a top floor room of the Chalten Suites Hotel and looks almost due west along a heading of 276.95 degrees. Amusingly, the iconic peak of Cerro Fitz Roy is hidden just out of view at right.","[""Argentina"",""El Chalten"",""Exploring the World"",""Patagonia"",""The Dish"",""View From Your Window""]",The View From Your Window Contest: Winner #239,vfyw
robbearman/20200730003058785,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200730003058785.html,2012-12-03T01:00:00.000Z,false,robbearman/20200730003058785,"[-77.055939,38.89595]",Point,,,null,null,,,2020-07-30T00:30:58.785Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200730003058785/1.jpg,"Heart's Ann Wilson Kills Led Zeppelin's 'Stairway To Heaven' At Kennedy Center Honors","[""Kennedy Center"",""Led Zeppelin"",""Music"",""New York"",""Rock"",""Stairway to Heaven"",""United States"",""Videos"",""YouTube""]",Heart Performs Stairway to Heaven at the Kennedy Center,robbearman
robbearman/20200611181708706,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200611181708706.html,2020-06-11T18:17:00.000Z,false,robbearman/20200611181708706,"[20.676891,38.428478]",Point,,,null,null,,,2020-06-11T18:17:08.706Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200611181708706/1.jpg,"Ithaca, Ithaki or Ithaka (/ˈɪθəkə/; Greek: Ιθάκη, Ithaki [iˈθaci]; Ancient Greek: Ἰθάκη, Ithakē [i.tʰá.kɛː]) is a Greek island located in the Ionian Sea, off the northeast coast of Kefalonia and to the west of continental Greece.Ithaca's main island has an area of 96 square kilometres (37 sq mi) and had a population in 2011 of 3,231. It is the second-smallest of seven main Ionian Islands, after Paxi. Ithaca is a separate regional unit of the Ionian Islands region, and the only municipality of the regional unit. The capital is Vathy (or Vathi).","[""Europe"",""Greece"",""Homeric Greece"",""Ithaca""]",Ithaca - Homeric Greece,robbearman
GundermanGroup/20200416213958609,false,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/html/20200416213958609.html,2020-04-16T21:39:58.609Z,false,GundermanGroup/20200416213958609,"[-122.277211,37.77305]",Point,,,null,null,,,2020-04-16T21:39:58.609Z,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/images/20200416213958609/1.jpg,The Fireside Lounge,"[""Alameda"",""California"",""The Fireside Lounge"",""Gold Coast"",""Neighborhoods"",""Restaurants"",""United States""]",The Fireside Lounge,GundermanGroup
robbearman/20200705230018843,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200705230018843.html,2020-07-04T15:00:00.000Z,false,robbearman/20200705230018843,"[-97.92502316277512,30.3329591347392]",Point,,,null,null,,,2020-07-05T23:00:18.843Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200705230018843/1.jpg,"Gus detours north from the path to Austin to visit Clara's Orchard.","[""Austin"",""Lonesome Dove"",""Texas""]","Lonesome Dove: Clara's Orchard",robbearman
